case,threshold,goal_id,precision_at_k,recall_at_k,f1_at_k,fpr,candidate_count,admitted_count,relevant_count,tp,fp
case6,0.85,G-U0030-04,0.6,0.3,0.4,0.0282,81,5,10,3,2
case1,0.96,G-U0030-05,0.0,0.0,0.0,0.0282,2,2,10,0,2
case2,0.94,G-U0030-05,0.2,0.1,0.1333,0.0563,7,5,10,1,4
case3,0.92,G-U0030-05,0.2,0.1,0.1333,0.0563,26,5,10,1,4
case4,0.9,G-U0030-05,0.2,0.1,0.1333,0.0563,53,5,10,1,4
case5,0.88,G-U0030-05,0.2,0.1,0.1333,0.0563,76,5,10,1,4
case6,0.85,G-U0030-05,0.2,0.1,0.1333,0.0563,81,5,10,1,4
case1,0.96,G-U0031-01,0.6,0.3,0.4,0.0392,16,5,10,3,2
case2,0.94,G-U0031-01,0.6,0.3,0.4,0.0392,20,5,10,3,2
case3,0.92,G-U0031-01,0.6,0.3,0.4,0.0392,26,5,10,3,2
case4,0.9,G-U0031-01,0.6,0.3,0.4,0.0392,41,5,10,3,2
case5,0.88,G-U0031-01,0.6,0.3,0.4,0.0392,55,5,10,3,2
case6,0.85,G-U0031-01,0.6,0.3,0.4,0.0392,61,5,10,3,2
case1,0.96,G-U0031-02,0.6,0.3,0.4,0.0392,11,5,10,3,2
case2,0.94,G-U0031-02,0.6,0.3,0.4,0.0392,17,5,10,3,2
case3,0.92,G-U0031-02,0.6,0.3,0.4,0.0392,23,5,10,3,2
case4,0.9,G-U0031-02,0.6,0.3,0.4,0.0392,35,5,10,3,2
case5,0.88,G-U0031-02,0.6,0.3,0.4,0.0392,61,5,10,3,2
case6,0.85,G-U0031-02,0.6,0.3,0.4,0.0392,61,5,10,3,2
case1,0.96,G-U0031-03,0.8,0.4,0.5333,0.0196,10,5,10,4,1
case2,0.94,G-U0031-03,0.8,0.4,0.5333,0.0196,24,5,10,4,1
case3,0.92,G-U0031-03,0.8,0.4,0.5333,0.0196,42,5,10,4,1
case4,0.9,G-U0031-03,0.8,0.4,0.5333,0.0196,58,5,10,4,1
case5,0.88,G-U0031-03,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case6,0.85,G-U0031-03,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0032-01,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0032-01,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0032-01,1.0,0.5,0.6667,0.0,14,5,10,5,0
case4,0.9,G-U0032-01,1.0,0.5,0.6667,0.0,47,5,10,5,0
case5,0.88,G-U0032-01,1.0,0.5,0.6667,0.0,67,5,10,5,0
case6,0.85,G-U0032-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0032-02,0.8,0.4,0.5333,0.0164,10,5,10,4,1
case2,0.94,G-U0032-02,0.8,0.4,0.5333,0.0164,27,5,10,4,1
case3,0.92,G-U0032-02,0.8,0.4,0.5333,0.0164,46,5,10,4,1
case4,0.9,G-U0032-02,0.8,0.4,0.5333,0.0164,63,5,10,4,1
case5,0.88,G-U0032-02,0.8,0.4,0.5333,0.0164,69,5,10,4,1
case6,0.85,G-U0032-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0032-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0032-03,0.6,0.3,0.4,0.0328,7,5,10,3,2
case3,0.92,G-U0032-03,0.6,0.3,0.4,0.0328,30,5,10,3,2
case4,0.9,G-U0032-03,0.6,0.3,0.4,0.0328,41,5,10,3,2
case5,0.88,G-U0032-03,0.6,0.3,0.4,0.0328,68,5,10,3,2
case6,0.85,G-U0032-03,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0032-04,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0032-04,1.0,0.5,0.6667,0.0,5,5,10,5,0
case3,0.92,G-U0032-04,1.0,0.5,0.6667,0.0,8,5,10,5,0
case4,0.9,G-U0032-04,1.0,0.5,0.6667,0.0,11,5,10,5,0
case5,0.88,G-U0032-04,1.0,0.5,0.6667,0.0,16,5,10,5,0
case6,0.85,G-U0032-04,1.0,0.5,0.6667,0.0,54,5,10,5,0
case1,0.96,G-U0033-01,1.0,0.5,0.6667,0.0,27,5,10,5,0
case2,0.94,G-U0033-01,1.0,0.5,0.6667,0.0,54,5,10,5,0
case3,0.92,G-U0033-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case4,0.9,G-U0033-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case5,0.88,G-U0033-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0033-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0033-02,1.0,0.5,0.6667,0.0,18,5,10,5,0
case2,0.94,G-U0033-02,1.0,0.5,0.6667,0.0,22,5,10,5,0
case3,0.92,G-U0033-02,1.0,0.5,0.6667,0.0,32,5,10,5,0
case4,0.9,G-U0033-02,1.0,0.5,0.6667,0.0,59,5,10,5,0
case5,0.88,G-U0033-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0033-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0033-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0033-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0033-03,1.0,0.5,0.6667,0.0,25,5,10,5,0
case4,0.9,G-U0033-03,1.0,0.5,0.6667,0.0,50,5,10,5,0
case5,0.88,G-U0033-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0033-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0034-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0034-01,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0034-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case4,0.9,G-U0034-01,1.0,0.5,0.6667,0.0,25,5,10,5,0
case5,0.88,G-U0034-01,1.0,0.5,0.6667,0.0,45,5,10,5,0
case6,0.85,G-U0034-01,1.0,0.5,0.6667,0.0,70,5,10,5,0
case1,0.96,G-U0034-02,1.0,0.5,0.6667,0.0,21,5,10,5,0
case2,0.94,G-U0034-02,1.0,0.5,0.6667,0.0,35,5,10,5,0
case3,0.92,G-U0034-02,1.0,0.5,0.6667,0.0,55,5,10,5,0
case4,0.9,G-U0034-02,1.0,0.5,0.6667,0.0,70,5,10,5,0
case5,0.88,G-U0034-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0034-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0034-03,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0034-03,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0034-03,1.0,0.5,0.6667,0.0,21,5,10,5,0
case4,0.9,G-U0034-03,1.0,0.5,0.6667,0.0,40,5,10,5,0
case5,0.88,G-U0034-03,1.0,0.5,0.6667,0.0,62,5,10,5,0
case6,0.85,G-U0034-03,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0034-04,1.0,0.5,0.6667,0.0,8,5,10,5,0
case2,0.94,G-U0034-04,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0034-04,1.0,0.5,0.6667,0.0,9,5,10,5,0
case4,0.9,G-U0034-04,1.0,0.5,0.6667,0.0,15,5,10,5,0
case5,0.88,G-U0034-04,1.0,0.5,0.6667,0.0,33,5,10,5,0
case6,0.85,G-U0034-04,1.0,0.5,0.6667,0.0,70,5,10,5,0
case1,0.96,G-U0035-01,1.0,0.5,0.6667,0.0,16,5,10,5,0
case2,0.94,G-U0035-01,1.0,0.5,0.6667,0.0,23,5,10,5,0
case3,0.92,G-U0035-01,1.0,0.5,0.6667,0.0,38,5,10,5,0
case4,0.9,G-U0035-01,1.0,0.5,0.6667,0.0,57,5,10,5,0
case5,0.88,G-U0035-01,1.0,0.5,0.6667,0.0,69,5,10,5,0
case6,0.85,G-U0035-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0035-02,0.8,0.4,0.5333,0.0164,5,5,10,4,1
case2,0.94,G-U0035-02,0.8,0.4,0.5333,0.0164,10,5,10,4,1
case3,0.92,G-U0035-02,0.8,0.4,0.5333,0.0164,20,5,10,4,1
case4,0.9,G-U0035-02,0.8,0.4,0.5333,0.0164,42,5,10,4,1
case5,0.88,G-U0035-02,0.8,0.4,0.5333,0.0164,62,5,10,4,1
case6,0.85,G-U0035-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0035-03,0.75,0.3,0.4286,0.0164,4,4,10,3,1
case2,0.94,G-U0035-03,0.6,0.3,0.4,0.0328,15,5,10,3,2
case3,0.92,G-U0035-03,0.6,0.3,0.4,0.0328,32,5,10,3,2
case4,0.9,G-U0035-03,0.6,0.3,0.4,0.0328,58,5,10,3,2
case5,0.88,G-U0035-03,0.6,0.3,0.4,0.0328,69,5,10,3,2
case6,0.85,G-U0035-03,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0035-04,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0035-04,0.8,0.4,0.5333,0.0164,6,5,10,4,1
case3,0.92,G-U0035-04,0.8,0.4,0.5333,0.0164,12,5,10,4,1
case4,0.9,G-U0035-04,0.8,0.4,0.5333,0.0164,34,5,10,4,1
case5,0.88,G-U0035-04,0.8,0.4,0.5333,0.0164,62,5,10,4,1
case6,0.85,G-U0035-04,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0036-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case2,0.94,G-U0036-01,1.0,0.4,0.5714,0.0,4,4,10,4,0
case3,0.92,G-U0036-01,0.8,0.4,0.5333,0.0164,5,5,10,4,1
case4,0.9,G-U0036-01,0.8,0.4,0.5333,0.0164,16,5,10,4,1
case5,0.88,G-U0036-01,0.8,0.4,0.5333,0.0164,37,5,10,4,1
case6,0.85,G-U0036-01,0.8,0.4,0.5333,0.0164,68,5,10,4,1
case1,0.96,G-U0036-02,0.8,0.4,0.5333,0.0164,8,5,10,4,1
case2,0.94,G-U0036-02,0.8,0.4,0.5333,0.0164,9,5,10,4,1
case3,0.92,G-U0036-02,0.8,0.4,0.5333,0.0164,16,5,10,4,1
case4,0.9,G-U0036-02,0.8,0.4,0.5333,0.0164,22,5,10,4,1
case5,0.88,G-U0036-02,0.8,0.4,0.5333,0.0164,42,5,10,4,1
case6,0.85,G-U0036-02,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0036-03,0.8,0.4,0.5333,0.0164,7,5,10,4,1
case2,0.94,G-U0036-03,0.8,0.4,0.5333,0.0164,12,5,10,4,1
case3,0.92,G-U0036-03,0.8,0.4,0.5333,0.0164,24,5,10,4,1
case4,0.9,G-U0036-03,0.8,0.4,0.5333,0.0164,46,5,10,4,1
case5,0.88,G-U0036-03,0.8,0.4,0.5333,0.0164,66,5,10,4,1
case6,0.85,G-U0036-03,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0036-04,0.8,0.4,0.5333,0.0164,8,5,10,4,1
case2,0.94,G-U0036-04,0.8,0.4,0.5333,0.0164,13,5,10,4,1
case3,0.92,G-U0036-04,0.8,0.4,0.5333,0.0164,29,5,10,4,1
case4,0.9,G-U0036-04,0.8,0.4,0.5333,0.0164,45,5,10,4,1
case5,0.88,G-U0036-04,0.8,0.4,0.5333,0.0164,62,5,10,4,1
case6,0.85,G-U0036-04,0.8,0.4,0.5333,0.0164,71,5,10,4,1
case1,0.96,G-U0037-01,1.0,0.2,0.3333,0.0,2,2,10,2,0
case2,0.94,G-U0037-01,1.0,0.2,0.3333,0.0,2,2,10,2,0
case3,0.92,G-U0037-01,1.0,0.2,0.3333,0.0,2,2,10,2,0
case4,0.9,G-U0037-01,0.4,0.2,0.2667,0.0492,20,5,10,2,3
case5,0.88,G-U0037-01,0.4,0.2,0.2667,0.0492,45,5,10,2,3
case6,0.85,G-U0037-01,0.4,0.2,0.2667,0.0492,65,5,10,2,3
case1,0.96,G-U0037-02,0.2,0.1,0.1333,0.0656,44,5,10,1,4
case2,0.94,G-U0037-02,0.2,0.1,0.1333,0.0656,66,5,10,1,4
case3,0.92,G-U0037-02,0.2,0.1,0.1333,0.0656,70,5,10,1,4
case4,0.9,G-U0037-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case5,0.88,G-U0037-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case6,0.85,G-U0037-02,0.2,0.1,0.1333,0.0656,71,5,10,1,4
case1,0.96,G-U0037-03,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0037-03,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0037-03,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0037-03,1.0,0.5,0.6667,0.0,19,5,10,5,0
case5,0.88,G-U0037-03,1.0,0.5,0.6667,0.0,30,5,10,5,0
case6,0.85,G-U0037-03,1.0,0.5,0.6667,0.0,47,5,10,5,0
case1,0.96,G-U0037-04,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0037-04,1.0,0.5,0.6667,0.0,11,5,10,5,0
case3,0.92,G-U0037-04,1.0,0.5,0.6667,0.0,21,5,10,5,0
case4,0.9,G-U0037-04,1.0,0.5,0.6667,0.0,52,5,10,5,0
case5,0.88,G-U0037-04,1.0,0.5,0.6667,0.0,67,5,10,5,0
case6,0.85,G-U0037-04,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0038-01,0.6,0.3,0.4,0.0392,6,5,10,3,2
case2,0.94,G-U0038-01,0.6,0.3,0.4,0.0392,11,5,10,3,2
case3,0.92,G-U0038-01,0.6,0.3,0.4,0.0392,25,5,10,3,2
case4,0.9,G-U0038-01,0.6,0.3,0.4,0.0392,30,5,10,3,2
case5,0.88,G-U0038-01,0.6,0.3,0.4,0.0392,37,5,10,3,2
case6,0.85,G-U0038-01,0.6,0.3,0.4,0.0392,60,5,10,3,2
case1,0.96,G-U0038-02,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0038-02,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0038-02,1.0,0.5,0.6667,0.0,12,5,10,5,0
case4,0.9,G-U0038-02,1.0,0.5,0.6667,0.0,24,5,10,5,0
case5,0.88,G-U0038-02,1.0,0.5,0.6667,0.0,38,5,10,5,0
case6,0.85,G-U0038-02,1.0,0.5,0.6667,0.0,59,5,10,5,0
case1,0.96,G-U0038-03,0.4,0.2,0.2667,0.0588,13,5,10,2,3
case2,0.94,G-U0038-03,0.4,0.2,0.2667,0.0588,28,5,10,2,3
case3,0.92,G-U0038-03,0.4,0.2,0.2667,0.0588,39,5,10,2,3
case4,0.9,G-U0038-03,0.4,0.2,0.2667,0.0588,58,5,10,2,3
case5,0.88,G-U0038-03,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case6,0.85,G-U0038-03,0.4,0.2,0.2667,0.0588,61,5,10,2,3
case1,0.96,G-U0039-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0039-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0039-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case4,0.9,G-U0039-01,1.0,0.5,0.6667,0.0,23,5,10,5,0
case5,0.88,G-U0039-01,1.0,0.5,0.6667,0.0,50,5,10,5,0
case6,0.85,G-U0039-01,1.0,0.5,0.6667,0.0,77,5,10,5,0
case1,0.96,G-U0039-02,1.0,0.5,0.6667,0.0,11,5,10,5,0
case2,0.94,G-U0039-02,1.0,0.5,0.6667,0.0,23,5,10,5,0
case3,0.92,G-U0039-02,1.0,0.5,0.6667,0.0,55,5,10,5,0
case4,0.9,G-U0039-02,1.0,0.5,0.6667,0.0,75,5,10,5,0
case5,0.88,G-U0039-02,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0039-02,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0039-03,1.0,0.5,0.6667,0.0,19,5,10,5,0
case2,0.94,G-U0039-03,1.0,0.5,0.6667,0.0,32,5,10,5,0
case3,0.92,G-U0039-03,1.0,0.5,0.6667,0.0,48,5,10,5,0
case4,0.9,G-U0039-03,1.0,0.5,0.6667,0.0,69,5,10,5,0
case5,0.88,G-U0039-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case6,0.85,G-U0039-03,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0039-04,0.4,0.2,0.2667,0.0423,21,5,10,2,3
case2,0.94,G-U0039-04,0.4,0.2,0.2667,0.0423,46,5,10,2,3
case3,0.92,G-U0039-04,0.4,0.2,0.2667,0.0423,75,5,10,2,3
case4,0.9,G-U0039-04,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case5,0.88,G-U0039-04,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case6,0.85,G-U0039-04,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0039-05,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0039-05,1.0,0.5,0.6667,0.0,12,5,10,5,0
case3,0.92,G-U0039-05,1.0,0.5,0.6667,0.0,21,5,10,5,0
case4,0.9,G-U0039-05,1.0,0.5,0.6667,0.0,53,5,10,5,0
case5,0.88,G-U0039-05,1.0,0.5,0.6667,0.0,79,5,10,5,0
case6,0.85,G-U0039-05,1.0,0.5,0.6667,0.0,81,5,10,5,0
case1,0.96,G-U0040-01,1.0,0.5,0.6667,0.0,6,5,10,5,0
case2,0.94,G-U0040-01,1.0,0.5,0.6667,0.0,23,5,10,5,0
case3,0.92,G-U0040-01,1.0,0.5,0.6667,0.0,43,5,10,5,0
case4,0.9,G-U0040-01,1.0,0.5,0.6667,0.0,58,5,10,5,0
case5,0.88,G-U0040-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0040-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0040-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0040-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0040-02,1.0,0.5,0.6667,0.0,18,5,10,5,0
case4,0.9,G-U0040-02,1.0,0.5,0.6667,0.0,24,5,10,5,0
case5,0.88,G-U0040-02,1.0,0.5,0.6667,0.0,40,5,10,5,0
case6,0.85,G-U0040-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0040-03,1.0,0.1,0.1818,0.0,1,1,10,1,0
case2,0.94,G-U0040-03,0.2,0.1,0.1333,0.0784,8,5,10,1,4
case3,0.92,G-U0040-03,0.2,0.1,0.1333,0.0784,28,5,10,1,4
case4,0.9,G-U0040-03,0.2,0.1,0.1333,0.0784,54,5,10,1,4
case5,0.88,G-U0040-03,0.2,0.1,0.1333,0.0784,60,5,10,1,4
case6,0.85,G-U0040-03,0.2,0.1,0.1333,0.0784,61,5,10,1,4
case1,0.96,G-U0041-01,1.0,0.5,0.6667,0.0,15,5,10,5,0
case2,0.94,G-U0041-01,1.0,0.5,0.6667,0.0,38,5,10,5,0
case3,0.92,G-U0041-01,1.0,0.5,0.6667,0.0,57,5,10,5,0
case4,0.9,G-U0041-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case5,0.88,G-U0041-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0041-01,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0041-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0041-02,1.0,0.3,0.4615,0.0,3,3,10,3,0
case3,0.92,G-U0041-02,0.8,0.4,0.5333,0.0196,5,5,10,4,1
case4,0.9,G-U0041-02,0.8,0.4,0.5333,0.0196,13,5,10,4,1
case5,0.88,G-U0041-02,0.8,0.4,0.5333,0.0196,32,5,10,4,1
case6,0.85,G-U0041-02,0.8,0.4,0.5333,0.0196,60,5,10,4,1
case1,0.96,G-U0041-03,1.0,0.5,0.6667,0.0,9,5,10,5,0
case2,0.94,G-U0041-03,1.0,0.5,0.6667,0.0,11,5,10,5,0
case3,0.92,G-U0041-03,1.0,0.5,0.6667,0.0,24,5,10,5,0
case4,0.9,G-U0041-03,1.0,0.5,0.6667,0.0,42,5,10,5,0
case5,0.88,G-U0041-03,1.0,0.5,0.6667,0.0,56,5,10,5,0
case6,0.85,G-U0041-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0042-01,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0042-01,1.0,0.5,0.6667,0.0,13,5,10,5,0
case3,0.92,G-U0042-01,1.0,0.5,0.6667,0.0,40,5,10,5,0
case4,0.9,G-U0042-01,1.0,0.5,0.6667,0.0,69,5,10,5,0
case5,0.88,G-U0042-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0042-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0042-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case2,0.94,G-U0042-02,1.0,0.5,0.6667,0.0,26,5,10,5,0
case3,0.92,G-U0042-02,1.0,0.5,0.6667,0.0,54,5,10,5,0
case4,0.9,G-U0042-02,1.0,0.5,0.6667,0.0,67,5,10,5,0
case5,0.88,G-U0042-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0042-02,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0042-03,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0042-03,1.0,0.5,0.6667,0.0,8,5,10,5,0
case3,0.92,G-U0042-03,1.0,0.5,0.6667,0.0,14,5,10,5,0
case4,0.9,G-U0042-03,1.0,0.5,0.6667,0.0,23,5,10,5,0
case5,0.88,G-U0042-03,1.0,0.5,0.6667,0.0,38,5,10,5,0
case6,0.85,G-U0042-03,1.0,0.5,0.6667,0.0,69,5,10,5,0
case1,0.96,G-U0042-04,0.6,0.3,0.4,0.0328,30,5,10,3,2
case2,0.94,G-U0042-04,0.6,0.3,0.4,0.0328,42,5,10,3,2
case3,0.92,G-U0042-04,0.6,0.3,0.4,0.0328,67,5,10,3,2
case4,0.9,G-U0042-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case5,0.88,G-U0042-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case6,0.85,G-U0042-04,0.6,0.3,0.4,0.0328,71,5,10,3,2
case1,0.96,G-U0043-01,0.8,0.4,0.5333,0.0196,6,5,10,4,1
case2,0.94,G-U0043-01,0.8,0.4,0.5333,0.0196,9,5,10,4,1
case3,0.92,G-U0043-01,0.8,0.4,0.5333,0.0196,16,5,10,4,1
case4,0.9,G-U0043-01,0.8,0.4,0.5333,0.0196,32,5,10,4,1
case5,0.88,G-U0043-01,0.8,0.4,0.5333,0.0196,51,5,10,4,1
case6,0.85,G-U0043-01,0.8,0.4,0.5333,0.0196,61,5,10,4,1
case1,0.96,G-U0043-02,1.0,0.5,0.6667,0.0,13,5,10,5,0
case2,0.94,G-U0043-02,1.0,0.5,0.6667,0.0,28,5,10,5,0
case3,0.92,G-U0043-02,1.0,0.5,0.6667,0.0,38,5,10,5,0
case4,0.9,G-U0043-02,1.0,0.5,0.6667,0.0,52,5,10,5,0
case5,0.88,G-U0043-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case6,0.85,G-U0043-02,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0043-03,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0043-03,1.0,0.5,0.6667,0.0,6,5,10,5,0
case3,0.92,G-U0043-03,1.0,0.5,0.6667,0.0,18,5,10,5,0
case4,0.9,G-U0043-03,1.0,0.5,0.6667,0.0,45,5,10,5,0
case5,0.88,G-U0043-03,1.0,0.5,0.6667,0.0,58,5,10,5,0
case6,0.85,G-U0043-03,1.0,0.5,0.6667,0.0,61,5,10,5,0
case1,0.96,G-U0044-01,0.5,0.1,0.1667,0.0141,2,2,10,1,1
case2,0.94,G-U0044-01,0.2,0.1,0.1333,0.0563,10,5,10,1,4
case3,0.92,G-U0044-01,0.2,0.1,0.1333,0.0563,30,5,10,1,4
case4,0.9,G-U0044-01,0.2,0.1,0.1333,0.0563,67,5,10,1,4
case5,0.88,G-U0044-01,0.2,0.1,0.1333,0.0563,81,5,10,1,4
case6,0.85,G-U0044-01,0.2,0.1,0.1333,0.0563,81,5,10,1,4
case1,0.96,G-U0044-02,0.8,0.4,0.5333,0.0141,12,5,10,4,1
case2,0.94,G-U0044-02,0.8,0.4,0.5333,0.0141,21,5,10,4,1
case3,0.92,G-U0044-02,0.8,0.4,0.5333,0.0141,32,5,10,4,1
case4,0.9,G-U0044-02,0.8,0.4,0.5333,0.0141,49,5,10,4,1
case5,0.88,G-U0044-02,0.8,0.4,0.5333,0.0141,76,5,10,4,1
case6,0.85,G-U0044-02,0.8,0.4,0.5333,0.0141,81,5,10,4,1
case1,0.96,G-U0044-03,0.6,0.3,0.4,0.0282,14,5,10,3,2
case2,0.94,G-U0044-03,0.6,0.3,0.4,0.0282,39,5,10,3,2
case3,0.92,G-U0044-03,0.6,0.3,0.4,0.0282,64,5,10,3,2
case4,0.9,G-U0044-03,0.6,0.3,0.4,0.0282,81,5,10,3,2
case5,0.88,G-U0044-03,0.6,0.3,0.4,0.0282,81,5,10,3,2
case6,0.85,G-U0044-03,0.6,0.3,0.4,0.0282,81,5,10,3,2
case1,0.96,G-U0044-04,0.4,0.2,0.2667,0.0423,27,5,10,2,3
case2,0.94,G-U0044-04,0.4,0.2,0.2667,0.0423,53,5,10,2,3
case3,0.92,G-U0044-04,0.4,0.2,0.2667,0.0423,76,5,10,2,3
case4,0.9,G-U0044-04,0.4,0.2,0.2667,0.0423,80,5,10,2,3
case5,0.88,G-U0044-04,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case6,0.85,G-U0044-04,0.4,0.2,0.2667,0.0423,81,5,10,2,3
case1,0.96,G-U0044-05,1.0,0.3,0.4615,0.0,3,3,10,3,0
case2,0.94,G-U0044-05,0.6,0.3,0.4,0.0282,6,5,10,3,2
case3,0.92,G-U0044-05,0.6,0.3,0.4,0.0282,20,5,10,3,2
case4,0.9,G-U0044-05,0.6,0.3,0.4,0.0282,47,5,10,3,2
case5,0.88,G-U0044-05,0.6,0.3,0.4,0.0282,75,5,10,3,2
case6,0.85,G-U0044-05,0.6,0.3,0.4,0.0282,81,5,10,3,2
case1,0.96,G-U0045-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case2,0.94,G-U0045-01,1.0,0.5,0.6667,0.0,5,5,10,5,0
case3,0.92,G-U0045-01,1.0,0.5,0.6667,0.0,18,5,10,5,0
case4,0.9,G-U0045-01,1.0,0.5,0.6667,0.0,46,5,10,5,0
case5,0.88,G-U0045-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case6,0.85,G-U0045-01,1.0,0.5,0.6667,0.0,71,5,10,5,0
case1,0.96,G-U0045-02,1.0,0.5,0.6667,0.0,7,5,10,5,0
case2,0.94,G-U0045-02,1.0,0.5,0.6667,0.0,9,5,10,5,0
case3,0.92,G-U0045-02,1.0,0.5,0.6667,0.0,16,5,10,5,0
case4,0.9,G-U0045-02,1.0,0.5,0.6667,0.0,35,5,10,5,0
